Response.ID,RL1_Country,RL1_FP.region,RL1_FR.region,RL1_State.abbr,RL1_State,RL2_FIPS,RL2_County,FC1_Owned.ac,FC1_Leased.ac,FC3_Owned.crops.ac,FC3_Owned.natural.ac,FC3_Owned.fallow.ac,FC3_Owned.pasture.ac,FC3_Owned.built.ac,FC4_Leased.crops.ac,FC4_Leased.natural.ac,FC4_Leased.fallow.ac,FC4_Leased.pasture.ac,FC4_Leased.built.ac,FC6_Conv.ac,FC6_Cert.org.ac,FC6_Trans.org.ac,FC6_Noncert.org.ac,FC6_Mngt.3t,FC7_Cropped.percent,FC7_Grazed.percent,FC1_Total.ac,FC8_Csys_3type,CM1_Cur.pre.nev,IC1_Cur.pre.nev,IP1_Cur.pre.nev,RT1_Cur.pre.nev,CR1_Cur.pre.nev_REV,CC1_Cur.pre.nev,BP1_Cur.pre.nev,RB1_Cur.pre.nev,CM1_binary,IC1_binary,IP1_binary,RT1_binary,CR1_binary,CC1_binary,BP1_binary,RB1_binary
R_3I0mVlieIKJrUMw,USA,Lake.States,Northern.Crescent,MI,Michigan,26033,Chippewa,10,0,2.5,0,5.5,0,2,NA,NA,NA,NA,NA,0,0,0,2.5,Organic,100,0,10,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_3iDOuXYOa1z9fEM,USA,Pacific,Fruitful.Rim,CA,California,6047,Merced,19,0,17,0,0,0,2,NA,NA,NA,NA,NA,0,17,0,0,Organic,100,0,19,Specialty,1,3,1,1,4,1,NA,4,1,0,1,1,0,1,NA,0
R_3iEV1pveklg4fJQ,USA,Lake.States,Northern.Crescent,MI,Michigan,26131,Ontonagon,200,500,NA,NA,NA,200,NA,500,NA,NA,NA,NA,200,0,0,0,Conventional,NA,100,700,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3iKljkjM9eSPJdS,USA,Pacific,Fruitful.Rim,CA,California,6029,Kern,660,0,650,0,8,0,2,NA,NA,NA,NA,NA,80,260,320,0,Split,100,0,660,Specialty,1,3,3,1,4,2,1,4,1,0,0,1,0,0,1,0
R_3iU4Ev3e0BDFC7L,USA,Northeast,Northern.Crescent,NY,New.York,36021,Columbia,0,65,NA,NA,NA,NA,NA,55,5,5,0,0,0,55,0,0,Organic,100,0,65,Specialty,3,1,3,3,1,1,3,4,0,1,0,0,1,1,0,0
R_3iwJsZjoU2gqkS4,USA,Northeast,Northern.Crescent,NY,New.York,36021,Columbia,0,70,NA,NA,NA,NA,NA,50,3,17,0,0,0,70,0,0,Organic,100,0,70,Specialty,3,1,3,3,1,1,3,1,0,1,0,0,1,1,0,1
R_3JeffzbKApBZXWb,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33003,Carroll,75,0,5,68,0,0,2,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,75,Specialty,3,3,1,3,4,3,1,4,0,0,1,0,0,0,1,0
R_3JeIdur2kL9KJQP,USA,Lake.States,Northern.Crescent,MI,Michigan,26161,Washtenaw,11,0,2,1.5,0,7,0.5,NA,NA,NA,NA,NA,0,0,0,11,Organic,100,0,11,Mixed,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_3JEmeapriLEjOhv,USA,Pacific,Fruitful.Rim,OR,Oregon,41019,Douglas,95,0,21,66.5,7,0,0.5,NA,NA,NA,NA,NA,0,28,0,0,Organic,100,0,95,Mixed,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_3JpW4FMd5Qw5eV4,USA,Northeast,Northern.Crescent,NY,New.York,36073,Orleans,150,35,80,20,20,30,5,35,0,0,NA,0,110,0,0,0,Conventional,70,30,185,Mixed,2,3,1,3,4,3,2,2,0,0,1,0,0,0,0,0
R_3jSyT2UpWlB4992,USA,Pacific,Fruitful.Rim,OR,Oregon,41039,Lane,290,1700,260,25,0,0,5,1700,0,0,0,0,1965,25,0,0,Split,100,0,1990,Specialty,3,1,3,1,4,2,3,1,0,1,0,1,0,0,0,1
R_3jZRShvvic2AD5f,USA,Northeast,Northern.Crescent,NY,New.York,36109,Tompkins,60,54,23,10,23,0,4,27,0,27,0,0,0,44,4,0,Organic,100,0,114,Mixed,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1
R_3k68uAGqBmkZ6Bj,USA,Appalachian,Eastern.Uplands,NC,North.Carolina,37115,Madison,43,0,1.5,30,0,9.5,2,NA,NA,NA,NA,NA,0,1.5,0,0,Organic,10,90,43,Mixed,1,1,3,3,1,2,3,1,1,1,0,0,1,0,0,1
R_3k6Dhcw6tjbhsIn,USA,Southern.Plains,Fruitful.Rim,TX,Texas,48013,Atascosa,96,0,36,0,0,50,10,NA,NA,NA,NA,NA,0,0,0,36,Organic,37,63,96,Mixed,3,3,1,3,1,3,3,4,0,0,1,0,1,0,0,0
R_3KCvCUVtiqav925,USA,Pacific,NA,CA,California,NA,NA,30,0,30,0,0,0,0,NA,NA,NA,NA,NA,0,30,0,0,Organic,100,0,30,Specialty,1,3,1,1,4,1,3,4,1,0,1,1,0,1,0,0
R_3kLI2MpyTPbpdFY,USA,Lake.States,Heartland,MN,Minnesota,27109,Olmsted,0,300,NA,NA,NA,NA,NA,260,0,0,50,0,0,300,0,0,Organic,25,75,300,Mixed,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0
R_3koYdK81UJl3RLD,USA,Pacific,Fruitful.Rim,WA,Washington,53011,Clark,5,0,2,1,0.5,1,0.5,NA,NA,NA,NA,NA,0,0.3,1.4,2.8,Organic,100,NA,5,Specialty,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
R_3koYelfn08IJ80q,USA,Pacific,Fruitful.Rim,OR,Oregon,41039,Lane,75,125,70,0,0,0,5,100,0,0,0,25,0,200,0,0,Organic,100,0,200,Specialty,1,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1
R_3L1ETTb2q7IN0Fa,USA,Corn.Belt,Heartland,OH,Ohio,39049,Franklin,2.25,0.1,1.25,1,0,0,0,0.1,0,0,0,0,0,2.35,0,0,Organic,100,0,2.35,Specialty,1,1,1,2,1,1,3,1,1,1,1,0,1,1,0,1
R_3lJnX5wtC6dd8Jl,USA,Pacific,Fruitful.Rim,CA,California,6041,Marin,0,20,NA,NA,NA,NA,NA,4.5,10,0,5,0.5,0,4.5,0,0,Organic,100,0,20,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_3lK1A1TZ1w99b1Q,USA,Northeast,Northern.Crescent,ME,Maine,23023,Sagadahoc,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,Organic,100,0,1,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_3ltVMIorIjmSlaL,USA,Pacific,Fruitful.Rim,WA,Washington,53029,Island,19,0,3,6,NA,8,2,NA,NA,NA,NA,NA,0,1.5,0,1.5,Organic,30,70,19,Mixed,1,1,1,3,1,1,3,1,1,1,1,0,1,1,0,1
R_3lzX7K7JPKKbfLx,USA,Northeast,Northern.Crescent,ME,Maine,23011,Kennebec,18,0,2,11,4,0,1,NA,NA,NA,NA,NA,0,2,0,16,Organic,100,0,18,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3m2jYm3neRxPuNW,USA,Southeast,Southern.Seaboard,GA,Georgia,13045,Carroll,0,1.5,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0,0,0.5,Organic,100,0,1.5,Specialty,1,1,1,3,1,1,3,4,1,1,1,0,1,1,0,0
R_3M3T9vFAsybgxRH,USA,Pacific,Fruitful.Rim,CA,California,6029,Kern,7000,500,5500,0,1500,0,0,250,0,250,0,0,4500,1000,0,0,Split,100,0,7500,Specialty,1,3,3,3,4,2,3,4,1,0,0,0,0,0,0,0
R_3maDS6N8rquYpXd,USA,Pacific,Fruitful.Rim,CA,California,6069,San.Benito,110,210,100,0,0,0,0,205,0,0,0,0,0,310,0,0,Organic,100,0,320,Mixed,1,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1
R_3MDlSNcsoqzM2ax,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33013,Merrimack,23.4,0,1,14.4,0,6,2,NA,NA,NA,NA,NA,0,0,0,7,Organic,14,86,23.4,Specialty,1,1,1,1,1,3,3,4,1,1,1,1,1,0,0,0
R_3MEVXJjkDf7ddXD,USA,Appalachian,Eastern.Uplands,KY,Kentucky,21073,Franklin,12,0,3,7,0,1,1,NA,NA,NA,NA,NA,0,12,0,0,Organic,100,0,12,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3mg1hh00ZskcvpT,USA,NA,NA,HI,Hawaii,15001,Hawaii,9,0,1.5,8,0,0,0.5,NA,NA,NA,NA,NA,0,9,0,0,Organic,100,0,9,Specialty,1,1,3,1,4,1,3,1,1,1,0,1,0,1,0,1
R_3mgGaAodNyAvwqY,USA,Pacific,Fruitful.Rim,CA,California,6079,San.Luis.Obispo,0,5,NA,NA,NA,NA,NA,5,0,0,0,0,0,5,0,0,Organic,100,0,5,Specialty,3,1,3,3,1,1,1,3,0,1,0,0,1,1,1,0
R_3MiMLuOXfAAyswv,USA,Lake.States,Northern.Crescent,MI,Michigan,26133,Osceola,5,0,5,0,0,0,0,NA,NA,NA,NA,NA,5,0,0,0,Conventional,100,0,5,Specialty,2,1,1,3,1,1,3,4,0,1,1,0,1,1,0,0
R_3MKTZLAhOOE6Na7,USA,Pacific,Fruitful.Rim,WA,Washington,53067,Thurston,60,0,35,0,25,0,0,NA,NA,NA,NA,NA,0,60,0,0,Organic,100,0,60,Specialty,3,1,1,1,1,1,3,4,0,1,1,1,1,1,0,0
R_3Mm9ULvDU9LMycs,USA,Pacific,Fruitful.Rim,WA,Washington,53043,Lincoln,630,0,350,273,0,0,7,NA,NA,NA,NA,NA,0,630,0,0,Organic,100,0,630,Mixed,1,1,1,3,4,1,3,3,1,1,1,0,0,1,0,0
R_3MtUhoVHAhftp9I,USA,Northern.Plains,Northern.Great.Plains,ND,North.Dakota,38073,Ransom,240,280,218,1,1,5,15,256,5,10,8,1,202,264,54,0,Split,65,35,520,Mixed,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
R_3MxtjJXo3MamE8b,USA,Northeast,Northern.Crescent,NY,New.York,36023,Cortland,196,5,95,50,0,50,1,5,0,0,0,0,0,201,0,0,Organic,35,65,201,Mixed,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1
R_3n0KhMrWYRJrCCj,USA,Corn.Belt,Heartland,IA,Iowa,19185,Wayne,159,0,51,0,0,108,0,NA,NA,NA,NA,NA,0,159,0,0,Organic,33,67,159,Mixed,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1
R_3n7YaRDrg8lCsh9,USA,Mountain,Basin.and.Range,ID,Idaho,16017,Bonner,70,0,20,35,10,0,5,NA,NA,NA,NA,NA,0,20,25,0,Organic,100,0,70,Mixed,2,1,1,1,4,1,1,1,0,1,1,1,0,1,1,1
R_3nGgXxO4fIEFgwS,USA,Lake.States,Northern.Crescent,MI,Michigan,26137,Ostego,150,50,150,NA,NA,NA,NA,50,NA,NA,NA,NA,200,0,0,0,Conventional,100,NA,200,Mixed,3,3,3,3,1,1,1,4,0,0,0,0,1,1,1,0
R_3nl1BIcK5OptDYs,USA,Northeast,Northern.Crescent,NY,New.York,36097,Schuyler,1,0,0.7,0.1,0,0,0.2,NA,NA,NA,NA,NA,0,0,0,0.6,Organic,90,10,1,Specialty,1,1,3,1,4,3,1,4,1,1,0,1,0,0,1,0
R_3nMbD2ajsROGiFb,USA,Pacific,Fruitful.Rim,CA,California,6047,Merced,37.6,0,36,0,0,0,1.6,NA,NA,NA,NA,NA,0,36,0,0,Organic,100,0,37.6,Specialty,1,3,2,1,4,1,1,1,1,0,0,1,0,1,1,1
R_3nMnN4lgwsdlW3y,USA,Northeast,Northern.Crescent,NY,New.York,36077,Otsego,69,0,35,31,2,0,1,NA,NA,NA,NA,NA,0,35,0,0,Organic,100,0,69,Mixed,2,2,1,1,2,2,1,1,0,0,1,1,0,0,1,1
R_3NQJbQ7NzBCRNYQ,USA,Pacific,Fruitful.Rim,OR,Oregon,41043,Linn,15.5,0,7,2,5,0,1.5,NA,NA,NA,NA,NA,0,15.5,0,0,Organic,100,0,15.5,Specialty,2,1,1,3,1,1,1,4,0,1,1,0,1,1,1,0
R_3NV842gbMVs38iX,USA,Pacific,Fruitful.Rim,CA,California,6047,Merced,60,0,60,0,0,0,0,NA,NA,NA,NA,NA,0,60,0,0,Organic,100,0,60,Mixed,3,3,3,1,1,3,3,3,0,0,0,1,1,0,0,0
R_3NVfpFQ6UOM0Nlc,USA,Pacific,Fruitful.Rim,CA,California,6073,San.Diego,7.1,0,5.1,1,0.5,0,0.5,NA,NA,NA,NA,NA,0,5.1,0,0,Organic,100,0,7.1,Specialty,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1
R_3nVoVWUJtYotcPQ,USA,Northeast,Northern.Crescent,NY,New.York,36043,Herkimer,0.17,0,0.003,0,0,0,0.001,NA,NA,NA,NA,NA,0,0,0,0.003,Organic,100,0,0.17,Specialty,1,1,1,1,4,3,1,4,1,1,1,1,0,0,1,0
R_3Nx2YrCt1Nhz8TN,USA,Corn.Belt,Heartland,IL,Illinois,17147,Piatt,1600,500,1595,0,0,5,0,500,0,0,0,0,513,400,1238,0,Split,100,0,2100,Mixed,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1,1
R_3O1Y5ez1X7QFKxs,USA,Corn.Belt,Heartland,IN,Indiana,18159,Tipton,300,0,290,5,0,0,5,NA,NA,NA,NA,NA,290,0,0,0,Conventional,100,0,300,Mixed,1,3,1,1,1,3,3,1,1,0,1,1,1,0,0,1
R_3O1ZPzSxzMfAioj,USA,Pacific,Fruitful.Rim,WA,Washington,53061,Snohomish,1,0,0.5,0,0,0.35,0.15,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,1,Specialty,2,3,3,1,1,3,3,4,0,0,0,1,1,0,0,0
R_3Ofgai17CwoYkpR,USA,Northeast,Northern.Crescent,VT,Vermont,50001,Addison,23,0,1,19.5,0,2,0.5,NA,NA,NA,NA,NA,1100,0,0,0,Conventional,0,100,23,Specialty,1,3,3,3,4,3,3,4,1,0,0,0,0,0,0,0
R_3oN3PE4IsTezrI9,USA,Southeast,Fruitful.Rim,FL,Florida,12015,Charlotte,680,0,680,0,0,0,0,NA,NA,NA,NA,NA,0,680,0,0,Organic,100,0,680,Specialty,1,3,3,1,1,1,1,1,1,0,0,1,1,1,1,1
R_3oXiI9Z9vs364ov,USA,Northeast,Northern.Crescent,NY,New.York,36109,Tompkins,26,0,1,15,7,3,0,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,26,Specialty,2,1,3,1,4,1,3,1,0,1,0,1,0,1,0,1
R_3p54VZ4XfDQ5kwe,USA,Corn.Belt,Heartland,IL,Illinois,17111,McHenry,5,0,2,2,1,0,0,NA,NA,NA,NA,NA,0,2,0,0,Organic,100,0,5,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_3pg7ADXudmznnYl,USA,Pacific,Fruitful.Rim,CA,California,6073,San.Diego,120,0,55,8,30,0,27,NA,NA,NA,NA,NA,55,0,0,0,Conventional,100,0,120,Specialty,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA
R_3Pgz27yQNcag74d,USA,Mountain,Northern.Great.Plains,MT,Montana,30041,Hill,328,6981,5380,1886,0,0,43,5107,1837,0,0,37,0,6089,1220,0,Organic,100,0,7309,Mixed,3,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0
R_3PjdYmUFy9CNvCO,USA,Corn.Belt,Heartland,OH,Ohio,39071,Highland,250,0,100,70,0,75,5,NA,NA,NA,NA,NA,242,7,0,1,Split,50,50,250,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3PKKLZKKfVk6tzO,USA,Lake.States,Northern.Crescent,MI,Michigan,26139,Ottawa,125,25,55,0,0,95,0,0,0,0,0,0,0,150,0,0,Organic,30,70,150,Mixed,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1
R_3PKWqGWLtgeqR1r,USA,Pacific,Fruitful.Rim,OR,Oregon,41033,Josephine,0,5,NA,NA,NA,NA,NA,5,0,0,0,0,0,5,0,0,Organic,100,0,5,Mixed,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_3PN8ItX9qB0s4N7,USA,Southeast,Southern.Seaboard,SC,South.Carolina,45045,Greenville,47,0,5,41,0,0,1,NA,NA,NA,NA,NA,0,0,0,5,Organic,100,0,47,Specialty,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA
R_3Pz8L6hjs0NVG9g,USA,Pacific,Fruitful.Rim,CA,California,6113,Yolo,360,0,360,0,0,0,0,NA,NA,NA,NA,NA,350,10,0,0,Split,100,0,360,Specialty,2,3,2,1,4,1,NA,2,0,0,0,1,0,1,NA,0
R_3qBtUc1CRIDchGN,USA,Appalachian,Eastern.Uplands,NC,North.Carolina,37021,Buncombe,34,17,20,0,0,0,0,10,0,0,0,0,0,51,0,0,Organic,100,0,51,Specialty,2,3,1,3,1,1,3,1,0,0,1,0,1,1,0,1
R_3qdM8QrpbnltM4C,USA,Pacific,Fruitful.Rim,OR,Oregon,41043,Linn,0,29,NA,NA,NA,NA,NA,7,5,3,13,1,0,29,0,0,Organic,100,0,29,Mixed,2,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1
R_3QEEHwmoKNiZ1di,USA,Pacific,Fruitful.Rim,CA,California,6031,Kings,1450,0,1425,0,25,0,0,NA,NA,NA,NA,NA,765,685,0,0,Split,100,0,1450,Mixed,1,3,1,1,4,2,3,4,1,0,1,1,0,0,0,0
R_3QKrdMyoaPPnVOH,USA,Pacific,Fruitful.Rim,OR,Oregon,41003,Benton,117,110,105,5,2,0,5,119,1,0,0,0,0,214,0,0,Organic,100,0,227,Specialty,1,3,3,3,4,2,3,3,1,0,0,0,0,0,0,0
R_3QLdV9FBDQ8u1UO,USA,Corn.Belt,Heartland,IA,Iowa,19017,Bremer,15,0,5,0,2,4,4,NA,NA,NA,NA,NA,0,5,0,0,Organic,70,30,15,Specialty,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_3qVcz79xCSa6xZw,USA,Mountain,Basin.and.Range,NM,New.Mexico,35028,Los.Alamos,0.5,0,0.3,0.3,NA,0.2,0.2,NA,NA,NA,NA,NA,0,0,0,0.25,Organic,100,NA,0.5,Mixed,1,3,1,3,1,3,1,4,1,0,1,0,1,0,1,0
R_3qwjAjmB6GFiY8Y,USA,Southeast,Fruitful.Rim,FL,Florida,12001,Alachua,53,0,10,5,0,0,0.5,NA,NA,NA,NA,NA,0,0,0,10,Organic,100,0,53,Specialty,3,3,1,3,1,1,1,1,0,0,1,0,1,1,1,1
R_3QYOEEOAoXITM78,USA,Northeast,Northern.Crescent,MA,Massachusetts,25017,Middlesex,0,3,NA,NA,NA,NA,NA,3,1,NA,NA,NA,0,3,0,0,Organic,100,NA,3,Specialty,1,3,1,1,1,1,3,4,1,0,1,1,1,1,0,0
R_3RfvjyD7AzfqxCG,USA,Lake.States,Northern.Crescent,MN,Minnesota,27053,Hennepin,50,0,50,0,0,0,0,NA,NA,NA,NA,NA,0,50,0,0,Organic,100,0,50,Specialty,3,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,0,NA,NA
R_3rGTi7JwqnyILd9,USA,Pacific,NA,OR,Oregon,NA,NA,0,39,NA,NA,NA,NA,NA,22,0,0,17,0,0,39,0,0,Organic,60,40,39,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3rNemV47JfJimAj,USA,Northeast,Eastern.Uplands,PA,Pennsylvania,42125,Washington,100,125,37,6,0,53,4,125,0,0,0,0,0,225,0,0,Organic,76,24,225,Mixed,2,1,3,3,1,1,3,1,0,1,0,0,1,1,0,1
R_3rS8QVzqxzsj0Sa,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,5,0,1,0,0.5,3,0.5,NA,NA,NA,NA,NA,0,0,0,4,Organic,20,80,5,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_3s4iXtP6chUb3II,USA,Pacific,Fruitful.Rim,CA,California,6053,Monterey,25,0,13,0,12,0,0,NA,NA,NA,NA,NA,0,25,0,0,Organic,100,0,25,Specialty,1,1,1,3,4,1,1,4,1,1,1,0,0,1,1,0
R_3s7vQb4N6rwTHZY,USA,Northeast,Northern.Crescent,NY,New.York,36095,Schoharie,32,0,20,4,0,0,0,NA,NA,NA,NA,NA,0,0,0,20,Organic,100,0,32,Mixed,2,1,1,2,3,3,1,1,0,1,1,0,0,0,1,1
R_3sjlQOuzGG0kX45,USA,Corn.Belt,Heartland,MO,Missouri,29085,Hickory,67,0,3,20,10.5,33,0.5,NA,NA,NA,NA,NA,0,3,0,0,Organic,8.6,91.4,67,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_3spEvRyCuXqsORV,USA,Lake.States,Northern.Crescent,MN,Minnesota,27019,Carver,16,0,8,2,4,0,2,NA,NA,NA,NA,NA,0,0,0,4,Organic,100,0,16,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_3sv0dWYIfAqX1xR,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48303,Lubbock,5,0,4,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,4,Organic,100,0,5,Specialty,1,1,1,3,1,3,1,1,1,1,1,0,1,0,1,1
R_4I8GRBa0XSq13Mt,USA,Northeast,Northern.Crescent,NY,New.York,36101,Steuben,46,0,14,31,0,0,1,NA,NA,NA,NA,NA,10,0,0,0,Conventional,100,0,46,Mixed,1,3,1,3,4,3,1,4,1,0,1,0,0,0,1,0
R_4O9qQuhfzaMDSjD,USA,Corn.Belt,Northern.Crescent,OH,Ohio,39055,Geauga,10,0,5,2,0,1,2,NA,NA,NA,NA,NA,0,10,0,0,Organic,100,0,10,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_4YhBuVsY04GYM9P,USA,Southeast,Fruitful.Rim,FL,Florida,12075,Levy,40,0,20,17,0,0,3,NA,NA,NA,NA,NA,0,0,0,40,Organic,100,0,40,Specialty,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1
R_5cE5mz14p3yaH8l,USA,Northeast,Northern.Crescent,NY,New.York,36013,Chautauqua,60,0,10,48,0,0,2,NA,NA,NA,NA,NA,0,0,0,10,Organic,100,0,60,Mixed,1,3,1,1,3,3,3,3,1,0,1,1,0,0,0,0
R_5cE7rXJFBYdS3oB,USA,Pacific,Fruitful.Rim,CA,California,6019,Fresno,5000,3500,5000,0,0,0,0,3500,0,0,0,0,7470,850,180,0,Split,100,0,8500,Mixed,1,1,1,1,1,2,3,1,1,1,1,1,1,0,0,1
R_5uVFKfyPnfjc2Sl,USA,Pacific,Fruitful.Rim,WA,Washington,53057,Skagit,0,5,NA,NA,NA,NA,NA,5,0,0,0,0,0,5,0,0,Organic,100,0,5,Specialty,2,3,1,3,1,1,2,1,0,0,1,0,1,1,0,1
R_6EGM1ojhVCItai5,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33013,Merrimack,1,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,0,0.25,0,0,Organic,100,0,1,Specialty,1,2,1,1,1,2,1,3,1,0,1,1,1,0,1,0
R_6f1deUj4iTfdvEd,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48367,Parker,100,0,98,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,98,Organic,98,2,100,Mixed,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_6Kfy1BSQ1qLTrjz,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,1,0,0.5,0,0,0,0.3,NA,NA,NA,NA,NA,0,0,0,0.5,Organic,90,10,1,Specialty,1,1,2,2,3,1,3,4,1,1,0,0,0,1,0,0
R_6Kz2gd1QB10gyKl,USA,Northeast,Northern.Crescent,NJ,New.Jersey,34025,Monmouth,1,0,0.5,0.5,0,0,0,NA,NA,NA,NA,NA,0,0,0,0.5,Organic,100,0,1,Specialty,1,1,1,1,3,3,3,4,1,1,1,1,0,0,0,0
R_6WNemuTOWkewQ6Z,USA,Lake.States,Northern.Crescent,MI,Michigan,26089,Leelanau,60,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,60,0,0,Organic,50,50,60,Mixed,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_6XMg5EzZZc90v4t,USA,Corn.Belt,Heartland,IN,Indiana,18077,Jefferson,40,0,4,12,0,23,1,NA,NA,NA,NA,NA,0,0,0,40,Organic,13,87,40,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_6zpUt00gh5PR9W9,USA,Appalachian,Eastern.Uplands,WV,West.Virginia,54015,Clay,180,0,160,0,0,0,0,NA,NA,NA,NA,NA,8,0,0,152,Split,98,2,180,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_77J7sbt1e0vVMXL,USA,Northeast,Northern.Crescent,ME,Maine,23025,Somerset,25,0,4,21,0,0,0,NA,NA,NA,NA,NA,0,4,0,0,Organic,100,0,25,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_7ORkYFl2LylPhbX,USA,Pacific,Fruitful.Rim,CA,California,6047,Merced,4000,7000,0,680,500,0,20,5800,0,0,0,0,10500,500,0,0,Split,100,0,11000,Mixed,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
R_82s7agyzMckjQc1,USA,Northeast,Northern.Crescent,NY,New.York,36121,Wyoming,4400,6600,3400,975,0,0,25,6600,0,0,0,0,9100,800,100,0,Split,100,0,11000,Mixed,1,3,3,1,1,1,2,1,1,0,0,1,1,1,0,1
R_87bQD3EO1LOUwWl,USA,Pacific,Basin.and.Range,OR,Oregon,41065,Wasco,52,0,42,6,0,3,1,NA,NA,NA,NA,NA,0,42,0,0,Organic,100,0,52,Specialty,1,2,1,1,4,1,1,4,1,0,1,1,0,1,1,0
R_8Ak5RdQZzL7cYNz,USA,Pacific,Fruitful.Rim,WA,Washington,53033,King,0,15,NA,NA,NA,NA,NA,0,10,0,5,0,0,0,0,15,Organic,10,90,15,Specialty,3,3,3,1,4,1,3,4,0,0,0,1,0,1,0,0
R_8jZFC1rMDwaRm9z,USA,Northeast,Northern.Crescent,NY,New.York,36117,Wayne,23,0,11,0,0,0,0,NA,NA,NA,NA,NA,11,0,0,0,Conventional,100,0,23,Specialty,3,1,3,3,1,1,NA,3,0,1,0,0,1,1,NA,0
R_8lis2SCaiRWFiwx,USA,Lake.States,Northern.Crescent,MI,Michigan,26089,Leelanau,80,0,10,55,15,0,0,NA,NA,NA,NA,NA,0,10,0,0,Organic,100,0,80,Specialty,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1
R_8tOtgWS4s0Ifkw9,USA,Mountain,Basin.and.Range,NM,New.Mexico,35001,Bernalillo,0,1.5,NA,NA,NA,NA,NA,1.5,0,0,0,0,0,0,1.25,0.25,Organic,100,0,1.5,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_9YSi6Cb1MXp52jT,USA,Pacific,Basin.and.Range,WA,Washington,53065,Stevens,45,0,5,10,0,25,5,NA,NA,NA,NA,NA,0,5,0,40,Organic,10,90,45,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
